comment_id,video_id,comment_text,like_count,comment_date,channel_id
Ugx-g49q96cCSQ_B8954AaABAg,mxAeLkPDr8w,Henry’s professionalism kills me everytime 😭,1160,2022-07-06,UCIrg8zZZa3-b4tNt3ZrGoHQ
Ugx-mamn5dm_0wdgZ_l4AaABAg,QW06BZ5fk78,🔥🔥🔥🔥u got a dedicated fan from 🇯🇲 now,1,2026-02-14,UCO8l3B9hsNAylZPpZ4rBQwA
Ugx-PXB45SHa-AAwpkd4AaABAg,rWssyQD1uMw,"any phone user: ""phone""
apple users: ""iphone""",3709,2024-03-28,UCxnxMp9XxDPCd6I4m-xtImw
Ugx-QLnQcMn-AzkV2Ct4AaABAg,ZWZWpA7mnRs,"“Stare at the flashing dot in the center”
My Eye: 👁 🏜",4326,2022-05-13,UC8ftIrN9ESU0bvOBehZ-qEA
Ugx-rcSu0Zs9_4txcb94AaABAg,LjhCEhWiKXk,"2013: listening to it with my best friend
2014: listening to it with my girlfriend
2015: listening to it with my fiancee
2021: listening to it with my wife
2024: going to listen to it with my baby",17601,2024-03-09,UCB8aeLatMPKlvqVYILa9znA
Ugx-ss8Aql0H-JiemPJ4AaABAg,Wc7Q2UJ3WtE,Many people  do not give ancient people enough credit for how smart they were,97259,2023-08-02,UCUMVuZyvs0vGUF2L3W33ugA
Ugx-viWMdm40uCX1QzR4AaABAg,OjRVfS8irB4,The video I've been waiting for all my life 😩,1499,2022-08-24,UCTQABhB3qCQ49yy4J8_N77g
Ugx-WIbl0RtcK95RBp54AaABAg,9URaxu7ocBs,I'm not a violent man but I have my limits... This is why I stay away from doctors.,3147,2023-07-08,UCSj_TbNlNWlT2oK3R-eEhxA
Ugx-XDbxLkKFgHqBOYV4AaABAg,DBTrReE8rLQ,Jackson 5😊,10,2025-10-29,UCgXuNBzZPkfhAtbFPLJhhXA
Ugx06vdKsqdG7NfYRs54AaABAg,2qMJ-_myWuI,"With the sentence ""Fire in the hole!"", he summoned a community. Specifically, the Geometry Dash community.",4965,2024-04-14,UC7xX36xapI9PJh5_jcOcZ7g
Ugx09eVdSOCfuHFDhvd4AaABAg,DBTrReE8rLQ,"My gosh, I can’t blame him. The one you had looked so much better.",72,2025-10-29,UC13r8FiAWG0I7b7V5ypxRIQ
Ugx0A-TNvi3eat-dTsx4AaABAg,XSrolys3uqo,What a kind soul (who tf is causual blood angel,14632,2023-06-10,UC4Rdb-eqh_tcl4qVoj84B4g
Ugx0Dwv_pS-FgjmN4jJ4AaABAg,IHkjxLo6jfM,Fun fuct: Chigorin in 1897 was the last strong player who played the Damiano defense in a high level tournament. That game ended in a draw,1560,2022-05-15,UCxfeRotSYJyZNuXo5tS04Xg
Ugx0HhghdrDtJZGldud4AaABAg,zELNsVtjlQ8,"If you dig this video, you might like some of my longform stuff - https://www.youtube.com/watch?v=Wy8-EMPVs5M&t=638s&ab_channel=OmnivorousAdam",67,2023-04-10,UCrTYsIJ3VADideZ7-euOMmw
Ugx0Hlshl42a_A-Cs1x4AaABAg,yxjgjH6VbqA,"Hell yeah it is! Also, if you're cooking food eaten with chopsticks, you can stop once you've got the radial cuts made, no dice necessary!",391,2022-10-11,UC4xCCdDwAaiZKhSIGT5O2Iw
Ugx0LJ-WjrSTEUDpauZ4AaABAg,0XpxDdmDQyw,"People who love the dog
👇",2010,2024-01-12,UCPz3Ty1AI32MS3UrLRXnMHA
Ugx0N54ExvXZU7AJKHl4AaABAg,nY0jbB6rQpQ,"Ali is so angry because he dont want the victory to be so easy, he want a real fight. What a gentleman.",191,2024-04-06,UCNOH8AM8FVq9QSCGajP_z1g
Ugx0neDb-f-lAScdWEN4AaABAg,rRAmNz6G3Tk,The one time “The design is very human” was actually human,7551,2023-01-17,UCvsfHlI20TTt8lIENEcwYhQ
Ugx0OEq7PQaT2sBp00J4AaABAg,r5FpeOJItbw,"“Chemistry is dangerous.”
Also him: Yo lemme get this close up-",2061,2022-05-22,UC7URsG-9LC9Z-qeaE1XbrbA
Ugx0rfogktxJ5fGNRmF4AaABAg,eNKIH2Kd4_A,"""I think it's a fish...-no it's a mammal""
CJ: No shit",778,2022-11-01,UC0_vDpSUSBd9I-eAbzFqgIg
Ugx0uL6bK_-mGSW6WcZ4AaABAg,28xjVV_b4oQ,"This is why the title ""GREATEST"" isn't all about being the most dominant, cleanest, and having the best stats.",11000,2021-12-27,UCffkuqLCWJkuBCa3T8PacAQ
Ugx0zS916TTDAJJ_Ejx4AaABAg,WIUhdK1IIv4,"Size:L O N G E R


Glow in the dark",48,2020-12-10,UCskkyTjMwRfLYFlQK0P53CA
Ugx1_hKb86mi5_jyqPF4AaABAg,kJQP7kiw5Fk,Get your “Before 7 Billion” ticket here.,23896,2020-07-28,UCkiahyiCuPjlEnOxBJ_uYzA
Ugx1_jgi-HZnVCs-HhR4AaABAg,Cp2XWjb8l7E,He is changing the world for those that listen!  Big pharma and Big food are probably not his fans!  I am!  Thanks Dr. Lustig,98,2024-06-07,UCbZt6qYjDePlj-oLrmDvPWQ
Ugx1_MXrk4rrgMJ0aD54AaABAg,8_pMh0nUSdQ,Deni be like : every purple/lilac thing is my thing 😂,3508,2022-07-02,UC_LrREdkVSyaAMIJuCj40BA
Ugx16UsfaubKrxVP5f14AaABAg,hNPru6FiiM8,"“What to do if you can’t place protection?”
“Don’t fall”",7151,2022-06-29,UCribF4-hziAwFskmBkjqkJw
Ugx1AX-e2xMjv78yvzZ4AaABAg,5nosjSSf3io,The staff's reaction was so wholesome. They couldn't stop laughing! ❤️,579,2025-12-29,UCPiq5H0pGwQEx6hnzYVaU-Q
Ugx1BCPkRIlNX5-7nzt4AaABAg,EFvoCCRZWyI,that's the most emotion I've ever seen on his face,63479,2025-04-05,UCcJvmj0rKi6dvCMCO06kBxA
Ugx1dVWQN1sme1IvQ0t4AaABAg,f2mdMcf-fJs,The last boat looks like it is microscopic,774,2024-06-27,UCzhk63xRSu5GrqeQ1SSZj8w
Ugx1E0b01gvp0r7jZSd4AaABAg,xvOv_lSCi3Q,"-asks for money
-shows bomb
-refuses to cooperate further
-leaves",30745,2024-04-03,UCeLdpquGZldRYnC2aFL0Hig
Ugx1gS_X9B4GvDmr0-h4AaABAg,B-AYs6eU42M,Thanks so much!!!!,2,2025-11-16,UC_rLIxmhriPQVD_1xLMCpwg
Ugx1hlWp9CJCi_LmpoZ4AaABAg,NPYPXWJBTWM,His generosity and kindness is heart warming,705,2023-03-22,UCYRp2Vn1dT-phmHKjUmnV1g
Ugx1kpR2UXrtk2Hh-np4AaABAg,WqV7LdML-So,Omg thank you so much,0,2025-08-27,UCFhpQPVhfhXCFqzQ_zpc6LQ
Ugx1KWNEiR16bxUvHkV4AaABAg,hT_nvWreIhg,Nostalgia is one of the worst and best feelings in the world...,14649,2021-07-12,UC4zWAFAgWSqgKMXKX69bYIA
Ugx1MFfxgJhuc7ZapO94AaABAg,qrO4YZeyl0I,"2009: shes so weird
2020: QUEEN QUEEN QUEEN",54368,2020-01-15,UCTJSpWHNyK0kzwvb43rcqzQ
Ugx1nFkGE0_8hnvhh-x4AaABAg,eqSTRJwQcys,POV: You trying this to your finger...,15786,2021-01-02,UC7eJvyXgQ2OLjp6w2fGesEQ
Ugx1PIFv7O-pLyHSRSh4AaABAg,6VGG19W08UQ,I imagine her mom’s reaction to this story. Those “don’t tell mom” dad stories are just pure gold,159779,2021-12-02,UCBpRn2oqGy6sFwCiYggePHQ
Ugx1TFIqVDaMf_C6M154AaABAg,ImzHlWdalhc,I've been doing this for a while now. I don't own a microwave so I warm up my food in a pan. I realized that adding water to my food created steam to cook my food faster and keep it moist and not dry out. Thanks for this video. Now I know I'm not a weirdo for doing this. 💁🏻‍♀️,642,2023-01-08,UC8yAK2hp-rIqwu88ohDhrZQ
Ugx1TZ71BPI3Htd0CAh4AaABAg,i1n3S1ZyUkE,"Shout-out to Brennan for not only improvising a courtroom drama quality monologue on the spot, but also doing it with enough dramatic pauses to let Zac interrupt whenever he wanted",140351,2021-12-27,UCTd6TzEaeDh7JJMrXGk5SqQ
Ugx1UE9XGuNilWGzcRx4AaABAg,sJdYAsnvQo8,imagine nasa seeing this and they’re like “never thought about it that way”,31366,2021-06-25,UCLwa3eAC5CEsZSUU_ZBx9JQ
Ugx1Vu3vKhwySaF8FRZ4AaABAg,ry-ezCs7Tbo,"Enjoying our content? Support us on Patreon - https://www.patreon.com/madewithlau
Watch the full recipe video - https://youtu.be/rYfKOmR23f0 
Printable recipe - https://www.madewithlau.com/recipes/egg-flower-soup",141,2022-05-18,UCsIF9vk-I_PV1P-ShDFA84A
Ugx1VvgLxIALP29fzyR4AaABAg,OjRVfS8irB4,I've used them successfully fer the first time in my 35yrs from this. Food was seasoned with success and it tasted phenomenal. Thank you. 😁,7,2023-05-06,UCSIUpgB0rnC6-D9zX_V6qbQ
Ugx1Zh28lO5_ZaNJ6bx4AaABAg,9bZkp7q19f0,"If aliens ever saw this, they will think this guy is our leader.",1941,2026-01-30,UCdGiSb1q3zoqTnw9Vndlluw
Ugx2_h29gj3V-Vs65GB4AaABAg,UJ0BNLGxcfY,"""Costs less than a dollar""

Price of eggs in 2023:",3968,2023-02-20,UCjB-OHoke8vRRO9WzKENUgw
Ugx2aJxLMilVNgJjfD94AaABAg,YezT87PSv6o,Yeah but what if your opponent doesn't have brain damage,4,2025-08-18,UCpINk0BRsHP1dOx_BqJWbdA
Ugx2c9AElmqNt-X2Dp54AaABAg,_CKhQnjBtGM,"How satisfying do you want to make this video
Tools Today - Yes",2496,2021-03-16,UCR5abikNOLHzQMfkx6zomBg
Ugx2CB9wzKUWGZxJ0Yx4AaABAg,iEuOnChpxm4,There is truly nobody scarier Sam could have brought out than Katie herself.,628,2023-05-09,UCMZAGnV4TCWFZK_ubHjCOWA
Ugx2EPnyghDTxyA5Zgt4AaABAg,8SuY--VhMFA,Asian version of John wick - Ben 😂,3,2024-03-10,UC7zGkrRF7aTtOKDbG4uXX3g
Ugx2GjvAeT2gD6ThzG14AaABAg,F5tSoaJ93ac,2:40 JINX MY LOVE!,1,2026-02-22,UC2FqaxetPC-9nFrk8z39_Mg
Ugx2jecmOy3g39NqSMV4AaABAg,HOjYk2UpTM0,"Thw Master himself, Thomas Keller 👏",5,2023-08-15,UCTmJjOXEUCItvAQPALECu7Q
Ugx2khZzJQVXgnfRPHF4AaABAg,ymIIHakCep4,"The first video showing the actual basics!! I've tried finding tutorial where someone explains how many strands to use and what type of a knot is needed, thank you!",66,2025-10-15,UCQErsSMu0YimkQHsPvKttsg
Ugx2kjSuZ5ta7oDX8p54AaABAg,GRW4qumQKlQ,Cena always be like you can’t see me. Now he’s like I can’t see you. Hahaha,10,2025-03-02,UCd7pPlOy5_t_djGS4lny1Jw
Ugx2MdeQwgtZm9Ms3Gd4AaABAg,icBDYkfxpMs,"I like that this gets back to the original horror of the backrooms. No big scary monsters, just an endless loop of unsettling environments with no true way to escape",24567,2025-12-26,UCOzMxquNh2bxwV3ApF9kChg
Ugx2MI695tlpW4VguyF4AaABAg,6DEqpCajJR8,"Dying quickly is one thing, but knowing you will die at any instant is another.",138188,2023-11-01,UC6cbltc6g5aEX4uveaQRNBw
Ugx2n3iNYruRuhR7IwB4AaABAg,qitOInkuV3M,Trent picking out Robbo and him picking out Firmino is a thing of beauty and understanding 😭😭😋. Those were the glorious days.😥,912,2022-08-20,UC4YlHhCH6_tKVqSVcgGo39g
Ugx2NQP68ChLjC5APbZ4AaABAg,jcwaXQ2tGl8,They really used a child 💀,3806,2022-08-02,UCdX2YN0tIPLmdrgZGA15sNw
Ugx2oCm1363Z3IoGGgF4AaABAg,wN01d_Y7OSI,আপু। অসধারন,1,2026-02-21,UCR-exiBo9BctTOVt1RI-2Aw
Ugx2q2iYzdIOkvkXuV94AaABAg,vmlYY-Nj_Q8,The saddest jvke video till yet😢,82,2026-01-04,UCNVRgOZKCCrWY4nES1JKgUw
Ugx2qt-kH8RJrrPeGEV4AaABAg,PpHYrgAdGHA,"I can still do headstands, and I’m almost 60 years old. 😊❤",618,2023-03-05,UCEco4LozpKvtmsJnmALWPFA
Ugx2wpL7RSDuwjdRmox4AaABAg,9URaxu7ocBs,"I had a kidney stone(s) removed & the Dr put something like this in my Dangly Thang & when I went back to have it removed? It took 2-secs & It felt like my ENTIRE INSIDES was flipped inside out. Like ALL my organs were functioning BACKWARDS!! I yelled, “GAHT-DAYYUMM DOC!!” Before I knew it😂😂😂",17,2023-09-14,UCDTtbaydbkzmgRXoEzmh-0Q
Ugx3-y9kboLdFM_oUe14AaABAg,ngfaxflMock,My sea monkeys just hatched about 4 days ago and thanks to you they are warm and happy!,8276,2022-07-17,UC7GY5SH2FDLfspxFmDlLH5w
Ugx3BxVJ0Q7YIsq0a_l4AaABAg,Y87g8drletk,*the 7000 years old Arak tree brush has left the chat crying for their ancestors*,5827,2023-03-11,UCGBBqmZ78SZHshMDCgYvkpw
Ugx3dMcuLtg87VkBa3R4AaABAg,hks4RG3ohtg,bro literally started playing after everything was over,2346,2022-07-22,UCZ_s3byeW5ZMfX4YweArkbw
Ugx3EMFW29a06PDufpN4AaABAg,XSrolys3uqo,I love how people celebrate their milestone with their own talents like how this man *celeprints* his milestone!,986,2023-10-10,UCalmWDBMmj9BXcF3qKUd-Mw
Ugx3F-6oZZsecrBelJJ4AaABAg,r5FpeOJItbw,"""What are you drinking?""
*AIR*",129,2024-08-23,UCP_Z27kPo9wyYpHwAmuvePw
Ugx3IX47_VA6MvzJGFZ4AaABAg,t-nOVAFE6M8,"The episode is called ""My Commander Jank-Off With One More Mana | Shuffle Up & Play #3 | Magic: The Gathering Gameplay"" in case other people were wondering",234,2022-07-08,UC4JY8JaStQvw7zrv5tllx0w
Ugx3qA9uG99Oau4uabd4AaABAg,CevxZvSJLk8,I feel she looks more beautiful with black hair than blonde hair,120203,2019-11-19,UCvSlVSLbh3QbtugqXXb5DaQ
Ugx3sJ78CTHxxbM_13N4AaABAg,22JgMEqwjWE,Good phonk nice,1,2026-02-09,UCO6j8yiKHgdzQiBPG0WVa5A
Ugx3t5Z_YXPnXr3HGyh4AaABAg,U7YUoC-IaQ4,"When I say eastern asia, I meant Korea / Japan / China which are influences that I grew up with! Just so that people don't take it the wrong way...💙💙What other dishes should I try making?",21573,2021-10-05,UCh8gHdtzO2tXd593_bjErWg
Ugx3TAKQJVT4n-yq8nB4AaABAg,TwAtZT8gdLQ,This is a very good tutorial on how to bleed brakes vs other long minutes videos,330,2022-07-22,UC29UFzaEu428IWuy_em8HRQ
Ugx3TbcCDoLYowmN4vF4AaABAg,4_U3kNhMZOQ,don’t do this to me 😩 i need that right now in my stomach!,18,2021-10-02,UCoz-ElqN03sevSIF27Dv0NA
Ugx3wSqnmg9ixpHwovJ4AaABAg,vLXVmWDMBLg,bro saved my swing,0,2025-06-27,UCa0HfqJOMb8wWan1_iIUpQw
Ugx3zSvV6zqTfFcgK1d4AaABAg,VDdamDi6oes,"Not gonna lie, I was scared for the scientist 🤣",499,2024-10-24,UCO54iyC3IXVDRG_QBgfb8wg
Ugx4-Ic19ho86eztp-h4AaABAg,JjvMob6NXXA,I'm a full on Metal Head. I saw Billy in 2015 in San Francisco and was completely blown away. He's outstanding!,128,2024-09-14,UC5hbL4M8zrD5htf9VreYDjQ
Ugx42zVDGmX4Zh9obkN4AaABAg,MpApxmvcd3M,"""THE BUILDING IS ON FIRE""

""GET SOME NOVEC 7100 HURRY!""",16973,2022-05-14,UCp2_vMF9K1pFROGdJNwen_g
Ugx47JfHPsWTCp60z_t4AaABAg,9RSoaD3IogM,Está muy chida el phonk,10,2026-01-09,UC2VPH7FrJS-MlIbOavvbgww
Ugx4Da8T1h81opbWP_p4AaABAg,XwSAjH8cna8,"""He became depressed"" said by the most and cheerful voice you could ever imagine",5982,2021-12-09,UCnIH_BkQ-b4gfHSY91Z_bwQ
Ugx4Hba26QB_Rhbw95h4AaABAg,paa6q0npt4Q,"BIG BOWL OF SAUERKRAUT, EVERY SINGLE MORNING 😡🗣️🔥🎸",291,2024-10-27,UClMIQtQjL0xlGTZCZG3pGPQ
Ugx4jWmE-PNuOslewMh4AaABAg,GOPxjywh1N8,“auh… auh.. auh…auh”,34,2022-07-18,UCM3y9kOI9qe8aT9g-hp_T7Q
Ugx4PZkP_uJjH9VPWYl4AaABAg,L3wKzyIN1yk,You know it’s a good song when it’s fantastic for memes and it still remains fire 🔥🔥🔥,8220,2023-03-29,UCDu6r0iIO3rvsLEHwFJTHDg
Ugx4XFDQHjx2lQn3QyB4AaABAg,e-ORhEE9VVg,Look what you made her do,18363,2017-09-21,UCTPlvS3xCcR51iD-JVG-2PQ
Ugx5_ZOqktSRj3OtVy14AaABAg,05ll6yo-_PA,"""It is now wet."" sounds like a super villain telling the protag one of their friends died.",45485,2021-12-05,UCYYW14krWmXsEDBSQ9-RZYg
Ugx512V0LHpEA9FRRER4AaABAg,IeuTYc8j3eE,It’s so quick. The amount of practice that must’ve gone into that. Sleight of Hands is always so impressive to me.,19456,2022-08-26,UCOVKMKgEq7NZGKwotkSeTgw
Ugx56o8uFrPe5jw6kXZ4AaABAg,TQvdAL2hf8c,Where is Gordon Ramsay I want him to call you donut,4432,2020-12-07,UCO7ChTX_I0xgmb18jruab9A
Ugx5Cpq2QnTfAzg7UTV4AaABAg,JXGj-U0T86I,"Nooo, girl, you could’ve saved so much time if you did this:
Step 1) Turn on straightener
Step 2) turn on safety 
Step 3) turn off straightener
Step 4) quickly straighten doll’s hair before straightener cools down 
Try this and tell me if it helps! :3",259,2025-02-24,UCjs3bTot4yskY-TLUQxIEyA
Ugx5GuVEbJ-xjnfgMc94AaABAg,rGBe0cznRB0,"Disney - *preserving their history in such a cool way*
This guy sounding like- ""They're performing inhuman experiments there""😨😱",17285,2022-05-06,UCVxZSp5sdlGbzOGcrJXkKwg
Ugx5KERpuyyF0HVP8Ap4AaABAg,HWohQJ-pesc,“Due to this glitch we have disabled beef”,27001,2022-03-25,UCBk8kYYIgyJfFFrCIEB4kLw
Ugx5KqJ1HdlNWxAwxH54AaABAg,dT1FiFYvQWc,ThiS dish had me saliVatinG as it lookS Yummylicious!✌😃🌹🌞🌹,4,2023-09-25,UCfTJQNk2VmpX8fbrAtThlYw
Ugx5lCp1mQnwRTEBd-h4AaABAg,C_NW4atfc14,"Now this is a noteworthy ""short"".",441,2022-09-13,UCI5e6zAvyMybDyDWnExAnAg
Ugx5nmTwWT6qPMwVAPd4AaABAg,H1T67soJboI,"Eric is actually one of the great legato players. Makes sense because he's a righty who plays lefty so his stronger hand is on the fretboard. I'm a lefty who plays righty. My right hand technique is the weak side of my playing, but legato comes naturally. I always did it well without putting any effort into practising it.",50,2026-02-01,UCVH9DEwWxrnnrRCO3_MD2Ew
Ugx5oew3t9NbcmgSWXt4AaABAg,4_U3kNhMZOQ,Thank you! I’ve been fixing a variety of spring rolls lately.I just made some for dinner!,12,2021-10-03,UC4_6qvh8YVmb684uqbY248Q
Ugx5OvGccGyN2yojMPF4AaABAg,4iYX208i9N0,BMO sacrificed 3 sentient beings just to make a sandwich💀,7661,2023-02-04,UCPHK8EMKdJl6HL7QlZuWCmQ
Ugx5Qeko70Rdeq3CLAB4AaABAg,yxjgjH6VbqA,I never see the need to horizontal cut an onion for cooked diced onions. Onions are naturally segmented by it's fiber structure. Vertical or in this case rainbow cuts are all I need.,11,2023-12-13,UC6z_lIn-zdkTSw226NFh72A
Ugx5R_ZRF022P2jLskZ4AaABAg,IKbVF4DIe8A,"""pull my finger""
*Finger falls off*",274,2025-09-25,UC05tkyYh9M4iVxM_M-tfPfg
Ugx5TqIBPxYy68OO_QV4AaABAg,a-023vdubbM,"""This has at least one property in common with cotton candy, so I'm going to throw a bunch of chemicals at it until I can eat it like cotton candy""",8565,2022-06-14,UC70te6xrSNFAv4MFqPuHmhw
Ugx5UYpR0QHmSZgeeoV4AaABAg,v_TiACkaN2k,"“I don’t want to be bothered, or be a bother.” 

I love this.",35310,2023-06-23,UCNbQFhQvJ_00ZpKt0vpKFQg
Ugx5wFIu6IAbh7sUWDB4AaABAg,fLexgOxsZu0,"Bruno: Today I swear I'm not doing anything

Them: Dancing n singing",6698,2021-02-18,UCpDfWfVK3jtkvLki0fQ_hSA
Ugx5z6B3XzLbdLQvJ254AaABAg,wN01d_Y7OSI,Can you please make it in white colour 🙏 ❤,5,2025-01-02,UCH7V6TBsqNPUP6fYOj8_Cqw
Ugx5ZKtYx1rtjThodu14AaABAg,gdZLi9oWNZg,"Yoongi: I can't rap in English...

Yoongi in dynamite: _

Me: died",388,2020-08-21,UCuQZa3mtf0S3Sa84hduVLDA
Ugx617BSkuqXjEm1QA54AaABAg,RAirJi8ufok,That's great. Best video I have found on the subject. Thank you!,0,2023-06-13,UCCjjUJZUFUJE-tPnCuMuteg
Ugx645WsciJcMhFDI8Z4AaABAg,QmXRE-gM22M,This dude has rhythm AND respect for your time. I clicked this short while watching a double thumbing tutorial and ended up understanding so much more quickly; thanks.,128,2021-10-23,UCTfaRMII3Mw-zjZ5kaq9sdA
Ugx69BE_eEndFr6kCF94AaABAg,n36IqbvZ8ZA,Sound design must be the weirdest well-paid but underrated job ever.,9812,2021-07-19,UChY9sz02jxk7VWbj5VioSUQ
Ugx6Ae4o5qEQUiwS7wN4AaABAg,QfX3osZFLeo,Yuuuummmmyyyyy 😋 😋,1,2025-11-20,UCfyvRvnVLZ72sYCv5rHrc6A
Ugx6AyH-BoyWRf28T-Z4AaABAg,3DjyC9f8LPU,It's like me pulling back when I feel a piece of food in the sink water,930,2024-04-09,UCsK5rsuIq1Xc4jCJYEqfizQ
Ugx6cxcv9dYIMwcOD5N4AaABAg,_KAc128DlMY,"Opponent : 1. e4
Me : is this a threat?🤔",99,2025-04-02,UCVattUvrSGg8I4kGRmDu0uA
Ugx6EMrC97ENjo-mt_54AaABAg,FDUwb3DWfTw,dude did one of the most basic sudoku plays and named it after himself,1554,2025-04-13,UCBYHtUuDEdewecgktWw-gVA
Ugx6GJn0vrYQFwWok6N4AaABAg,mjeA6WrrxHM,Shy waves dress up as particles when in public 😊,1241,2023-05-27,UCR4PT2aajeLClT2cKo3VlAw
Ugx6GzXSE3MG1DZVimR4AaABAg,YezT87PSv6o,We grinding ratings with this one🗣🗣🗣,9,2024-07-04,UCIArqtigiLOHgZAIYxeLeWQ
Ugx6MIO7NYHWWcH4s-R4AaABAg,BZUloEZSFts,Peace and love to you,1,2026-02-15,UCXndxPiNZB7xv-R86FCRHww
Ugx6mnKCpcg_vyQzWLt4AaABAg,yxjgjH6VbqA,This method helped tremendously thanks !!!!,0,2025-09-23,UCaaGqT2K0sOtvqaq0CH1ZXQ
Ugx6o8OgoCqOAZ4U-6d4AaABAg,BOQZXKvH9Js,"Can confirm.
I went to Mattress Firm and bought 2 pillows for $230 one time.",372,2022-05-12,UCOxxGBspAf7sn9DHGk3rJ4w
Ugx6oZi0HUfUgKKRzVZ4AaABAg,xN8ENrfE-TY,who is watching in 2026❤❤,4,2026-02-22,UCddfh80kpX4bR0zdTSXM4jQ
Ugx6py0Fc9g8NBwBYeJ4AaABAg,OoGz6kr9YnI,Was it just genius?! What do you think? 🤔😵‍💫,19463,2022-08-01,UC6UL29enLNe4mqwTfAyeNuw
Ugx6RXsiS_UYchHpEUR4AaABAg,DVgsG4-Yc1s,Remember to always say “thank you!” *or you are going to experience the pour over method.*,3174,2023-04-11,UCFX0q5LIc84DlzARLu-lL1Q
Ugx6T1lFIIOjs_WXaip4AaABAg,7ahP8Mt8sFA,マイゼン見ないうちに海外向けになってて草,14,2025-03-22,UCOvhXdckj6b9od9c1WtzxRg
Ugx6udYt4L0In6148MB4AaABAg,Y2ZG9SrxNo8,i'd like to point out while turning the power supply off is a good idea it is recommended to leave the cord plugged in as that provides grounding and simply touching the case  can help prevent exposing the components to static,4,2025-01-26,UCS4E2lto9WlffuTvcynw7fA
Ugx6V1ZBaXLokIWLBwB4AaABAg,DVgsG4-Yc1s,Every store in the world need this lol,6469,2023-01-30,UCaXB_GzkxMpBaq0faXZsSog
Ugx6X_aWvKu7bnStYOx4AaABAg,fh8ainyVIyc,10 likes and i will sing or say this to my crush!!,93,2025-05-02,UC0efLTri4-wBPQ1YToJjOPA
Ugx6XOsFagmyx_xKxh14AaABAg,4rYX4ROqRlg,That's a fire psychedelic rock album cover,821,2025-08-10,UCjknM2RWXrYIlcUtI_DEtNQ
Ugx77oF7f3RujjlSWsx4AaABAg,ngfaxflMock,Can you make a video showing different packages and what they do such as banana treat and sea diamonds? I've always had curiosity about those.,900,2022-07-20,UCFQ3X_50Jw8_qquLrye4nyQ
Ugx7AvGxyTc6OUV7BK14AaABAg,baJuHllm_Uo,And that ladies and gentlemen is what narrowly avoiding a heart attack looks like.,5212,2021-07-29,UCiupAGGpsAuHSM60JHchULA
Ugx7BkKJMow176TvlpB4AaABAg,D6qq0m8HvHU,"I'm a swim coach. No, you cannot learn butterfly in 30 seconds.",519,2022-02-24,UC9lEXqEAfVDHB3xVLQncQ4Q
Ugx7Cmg41AoeMF3HyGZ4AaABAg,kLbvupI26-A,And then you sacrifice THE QUEEEEEEENN!!!!!!,16,2023-07-20,UCxIjRUuObg7vOS0YHR5GO-Q
Ugx7hd6CoXqiAt4QwaV4AaABAg,r544z5OTCYY,"Day 2 of asking the husband to a dress up like the guy from frozen and say ""YOOHOO! Big summer blowout.""",465,2022-08-08,UCMKvtv1AdBowgN8ojdXY_Cw
Ugx7ICunnsSgNUUsEOx4AaABAg,05vfNWH3_QM,"""It's kinda fun to play with mercury and touch it, I really don't recommend it""

""Do as I say, not as I do""",124883,2021-05-03,UC3RIcfnBQinhnhKHCIEA16Q
Ugx7jplyDRU8ZHlzE3h4AaABAg,tnw0iu9hMP8,"""You know rocks? We got this one. It bends. Dunno why.""",24909,2022-03-29,UCMxHemQ9qV4ei4sORf6_UzA
Ugx7KQ_AA1_opfiLbbZ4AaABAg,-asqHLetztY,"Wait. I thought you were supposed to use coffee, and not coal?",43,2021-11-29,UC1kyC-y1ERdSa1hdevWacvQ
Ugx7MFHgdGi4ScMhrJx4AaABAg,W_4xqz1r754,Now that’s a real magician. People working hard to find how the magician performs but still gets it wrong,390558,2022-04-02,UCEPDByVg1Otazvfw3FoWkUg
Ugx7MVWF8qYMdpepeJd4AaABAg,_XMSbdalHDQ,Me hearing Jim Lahey and checking the comments and seeing almost everyone making trailer park boys references is everything,12163,2021-07-21,UCqYew5alnTY31qZXpfbszLg
Ugx7NT7G_0wuZ6dTu754AaABAg,8GhBubSOPrA,"1 minute song about fantasy lesbians, still a better love story than Twilight!",248,2025-09-14,UCCG7Rb0b4AeOwgksUDfSz8w
Ugx7PclXYddGF2W78yJ4AaABAg,O6PXiLGENPY,I think there was a recent change in java which made it so that splash water bottles extinguish a player on fire,1810,2023-02-21,UC9kdHXSQODzIIqTA2ww_z6A
Ugx7QEsEW8suFtfftkp4AaABAg,PpHYrgAdGHA,You make this look so easy!😂 gonna try it😜,45,2023-03-05,UCnZb7SBHOGrmMkkSASrkyNA
Ugx7Rhppl1rQmo-OfZF4AaABAg,53wd6vhHXas,That defender was clearing the air,1272,2023-06-05,UCuPGwtLNc0oTi1EiSuhFGGQ
Ugx7SBVc-g7qMorsl4V4AaABAg,z5EWf0gGoms,"‘because babies apparently have smartphones now’ 
No but they actually do it’s kind of concerning 💀",5561,2023-01-04,UCVASeSAbN-Y92o5whIEEifg
Ugx7tdhkEKKZrfYFu_l4AaABAg,tEE3LZ-yOWw,Small little details like this help a lot. Kudos to you.,18,2023-05-01,UCcRZCo4s6N694dF4sWVCmCA
Ugx7vWsreCI3oYnnLpF4AaABAg,vBk4m3ae-j0,so all the extraction videos are advised against ?,49,2023-05-15,UCiyfdE3_8tmIYSb-hMmYJ-A
